
 === TRIGGER PATHS === 
Trigger digitisation_step, prescale 1: PASS
Trigger L1simulation_step, prescale 1: PASS
Trigger digi2raw_step, prescale 1: PASS
Trigger HLTriggerFirstPath, prescale 1: fail (or not run)
Trigger HLT_AK8PFJet360_TrimMass30_v1, prescale 1: fail (or not run)
Trigger HLT_AK8PFHT700_TrimR0p1PT0p03Mass50_v1, prescale 1: fail (or not run)
Trigger HLT_CaloJet500_NoJetID_v1, prescale 1: fail (or not run)
Trigger HLT_Dimuon13_PsiPrime_v1, prescale 1: fail (or not run)
Trigger HLT_Dimuon13_Upsilon_v1, prescale 1: fail (or not run)
Trigger HLT_Dimuon20_Jpsi_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleEle24_22_eta2p1_WP75_Gsf_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleMu33NoFiltersNoVtx_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleMu38NoFiltersNoVtx_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleMu23NoFiltersNoVtxDisplaced_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleMu28NoFiltersNoVtxDisplaced_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleMu4_3_Bs_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleMu4_3_Jpsi_Displaced_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleMu4_JpsiTrk_Displaced_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleMu4_LowMassNonResonantTrk_Displaced_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleMu4_PsiPrimeTrk_Displaced_v1, prescale 1: fail (or not run)
Trigger HLT_Mu7p5_L2Mu2_Jpsi_v1, prescale 1: fail (or not run)
Trigger HLT_Mu7p5_L2Mu2_Upsilon_v1, prescale 1: fail (or not run)
Trigger HLT_Mu7p5_Track2_Jpsi_v1, prescale 1: fail (or not run)
Trigger HLT_Mu7p5_Track3p5_Jpsi_v1, prescale 1: fail (or not run)
Trigger HLT_Mu7p5_Track7_Jpsi_v1, prescale 1: fail (or not run)
Trigger HLT_Mu7p5_Track2_Upsilon_v1, prescale 1: fail (or not run)
Trigger HLT_Mu7p5_Track3p5_Upsilon_v1, prescale 1: fail (or not run)
Trigger HLT_Mu7p5_Track7_Upsilon_v1, prescale 1: fail (or not run)
Trigger HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing_v1, prescale 1: fail (or not run)
Trigger HLT_Dimuon0er16_Jpsi_NoVertexing_v1, prescale 1: fail (or not run)
Trigger HLT_Dimuon6_Jpsi_NoVertexing_v1, prescale 1: fail (or not run)
Trigger HLT_DoublePhoton85_v1, prescale 1: fail (or not run)
Trigger HLT_Ele25WP60_Ele8_Mass55_v1, prescale 1: fail (or not run)
Trigger HLT_Ele22_eta2p1_WP75_Gsf_v1, prescale 1: fail (or not run)
Trigger HLT_Ele22_eta2p1_WP75_Gsf_LooseIsoPFTau20_v1, prescale 1: fail (or not run)
Trigger HLT_Ele25WP60_SC4_Mass55_v1, prescale 1: fail (or not run)
Trigger HLT_Ele22_WP75_Gsf_v1, prescale 1: fail (or not run)
Trigger HLT_Ele23_WP75_Gsf_v1, prescale 1: fail (or not run)
Trigger HLT_Ele27_WP85_Gsf_v1, prescale 1: fail (or not run)
Trigger HLT_Ele27_eta2p1_WP75_Gsf_LooseIsoPFTau20_v1, prescale 1: fail (or not run)
Trigger HLT_Ele27_eta2p1_WP75_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v1, prescale 1: fail (or not run)
Trigger HLT_Ele27_eta2p1_WP75_Gsf_CentralPFJet30_BTagCSV07_v1, prescale 1: fail (or not run)
Trigger HLT_Ele27_eta2p1_WP75_Gsf_TriCentralPFJet30_v1, prescale 1: fail (or not run)
Trigger HLT_Ele27_eta2p1_WP75_Gsf_TriCentralPFJet50_40_30_v1, prescale 1: fail (or not run)
Trigger HLT_Ele27_eta2p1_WP75_Gsf_v1, prescale 1: fail (or not run)
Trigger HLT_Ele32_eta2p1_WP75_Gsf_LooseIsoPFTau20_v1, prescale 1: fail (or not run)
Trigger HLT_Ele32_eta2p1_WP75_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v1, prescale 1: fail (or not run)
Trigger HLT_Ele32_eta2p1_WP75_Gsf_CentralPFJet30_BTagCSV07_v1, prescale 1: fail (or not run)
Trigger HLT_Ele32_eta2p1_WP75_Gsf_TriCentralPFJet30_v1, prescale 1: fail (or not run)
Trigger HLT_Ele32_eta2p1_WP75_Gsf_TriCentralPFJet50_40_30_v1, prescale 1: fail (or not run)
Trigger HLT_Ele32_eta2p1_WP75_Gsf_v1, prescale 1: fail (or not run)
Trigger HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50_v1, prescale 1: fail (or not run)
Trigger HLT_Ele105_CaloIdVT_GsfTrkIdT_v1, prescale 1: fail (or not run)
Trigger HLT_Mu16_eta2p1_CaloMET30_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu16_eta2p1_CaloMET30_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu16_eta2p1_CaloMET30_LooseIsoPFTau50_Trk30_eta2p1_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu17_eta2p1_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu17_eta2p1_LooseIsoPFTau20_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu17_eta2p1_LooseIsoPFTau20_SingleL1_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu17_eta2p1_MediumIsoPFTau40_Trk1_eta2p1_Reg_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleIsoMu17_eta2p1_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu24_eta2p1_LooseIsoPFTau20_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu20_eta2p1_CentralPFJet30_BTagCSV07_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu20_eta2p1_TriCentralPFJet30_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu20_eta2p1_TriCentralPFJet50_40_30_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu20_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu20_eta2p1_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu24_eta2p1_CentralPFJet30_BTagCSV07_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu24_eta2p1_TriCentralPFJet30_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu24_eta2p1_TriCentralPFJet50_40_30_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu24_eta2p1_v1, prescale 1: fail (or not run)
Trigger HLT_IsoMu27_v1, prescale 1: fail (or not run)
Trigger HLT_IsoTkMu20_v1, prescale 1: fail (or not run)
Trigger HLT_IsoTkMu20_eta2p1_v1, prescale 1: fail (or not run)
Trigger HLT_IsoTkMu24_eta2p1_v1, prescale 1: fail (or not run)
Trigger HLT_IsoTkMu27_v1, prescale 1: fail (or not run)
Trigger HLT_JetE30_NoBPTX3BX_NoHalo_v1, prescale 1: fail (or not run)
Trigger HLT_JetE30_NoBPTX_v1, prescale 1: fail (or not run)
Trigger HLT_JetE50_NoBPTX3BX_NoHalo_v1, prescale 1: fail (or not run)
Trigger HLT_JetE70_NoBPTX3BX_NoHalo_v1, prescale 1: fail (or not run)
Trigger HLT_L1SingleMuOpen_v1, prescale 1: fail (or not run)
Trigger HLT_L1SingleMuOpen_DT_v1, prescale 1: fail (or not run)
Trigger HLT_L1Tech_DT_GlobalOR_v1, prescale 1: fail (or not run)
Trigger HLT_L1Tech62_CASTORJet_v1, prescale 1: fail (or not run)
Trigger HLT_L1Tech63_CASTORHaloMuon_v1, prescale 1: fail (or not run)
Trigger HLT_L1DoubleJet20_v1, prescale 1: PASS
Trigger HLT_L1RomanPots_v1, prescale 1: PASS
Trigger HLT_L1RomanPots_SinglePixelTrack04_v1, prescale 1: PASS
Trigger HLT_L2DoubleMu23_NoVertex_v1, prescale 1: fail (or not run)
Trigger HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10_v1, prescale 1: fail (or not run)
Trigger HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5_Mass10_v1, prescale 1: fail (or not run)
Trigger HLT_L2Mu10_NoVertex_NoBPTX3BX_NoHalo_v1, prescale 1: fail (or not run)
Trigger HLT_L2Mu10_NoVertex_NoBPTX_v1, prescale 1: fail (or not run)
Trigger HLT_L2Mu35_NoVertex_3Sta_NoBPTX3BX_NoHalo_v1, prescale 1: fail (or not run)
Trigger HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX_NoHalo_v1, prescale 1: fail (or not run)
Trigger HLT_LooseIsoPFTau50_Trk30_eta2p1_v1, prescale 1: fail (or not run)
Trigger HLT_LooseIsoPFTau50_Trk30_eta2p1_MET120_v1, prescale 1: fail (or not run)
Trigger HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80_v1, prescale 1: fail (or not run)
Trigger HLT_Mu17_Mu8_DZ_v1, prescale 1: fail (or not run)
Trigger HLT_Mu17_TkMu8_DZ_v1, prescale 1: fail (or not run)
Trigger HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v1, prescale 1: fail (or not run)
Trigger HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_v1, prescale 1: fail (or not run)
Trigger HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_v1, prescale 1: fail (or not run)
Trigger HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ_v1, prescale 1: fail (or not run)
Trigger HLT_Mu25_TkMu0_dEta18_Onia_v1, prescale 1: fail (or not run)
Trigger HLT_Mu27_TkMu8_v1, prescale 1: fail (or not run)
Trigger HLT_Mu30_TkMu11_v1, prescale 1: fail (or not run)
Trigger HLT_Mu40_TkMu11_v1, prescale 1: fail (or not run)
Trigger HLT_Mu40_eta2p1_PFJet200_PFJet50_v1, prescale 1: fail (or not run)
Trigger HLT_Mu20_v1, prescale 1: fail (or not run)
Trigger HLT_TkMu20_v1, prescale 1: fail (or not run)
Trigger HLT_Mu24_eta2p1_v1, prescale 1: fail (or not run)
Trigger HLT_TkMu24_eta2p1_v1, prescale 1: fail (or not run)
Trigger HLT_Mu27_v1, prescale 1: fail (or not run)
Trigger HLT_TkMu27_v1, prescale 1: fail (or not run)
Trigger HLT_Mu50_v1, prescale 1: fail (or not run)
Trigger HLT_Mu45_eta2p1_v1, prescale 1: fail (or not run)
Trigger HLT_Mu38NoFiltersNoVtx_Photon38_CaloIdL_v1, prescale 1: fail (or not run)
Trigger HLT_Mu42NoFiltersNoVtx_Photon42_CaloIdL_v1, prescale 1: fail (or not run)
Trigger HLT_Mu28NoFiltersNoVtxDisplaced_Photon28_CaloIdL_v1, prescale 1: fail (or not run)
Trigger HLT_Mu33NoFiltersNoVtxDisplaced_Photon33_CaloIdL_v1, prescale 1: fail (or not run)
Trigger HLT_DoubleMu18NoFiltersNoVtx_v1, prescale 1: fail (or not run)
Trigger HLT_Mu23NoFiltersNoVtx_Photon23_CaloIdL_v1, prescale 1: fail (or not run)
Trigger HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Tight_v1, prescale 1: fail (or not run)
Trigger HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Loose_v1, prescale 1: fail (or not run)
Trigger HLT_Mu28NoFiltersNoVtx_DisplacedJet40_Loose_v1, prescale 1: fail (or not run)
Trigger HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Tight_v1, prescale 1: fail (or not run)
Trigger HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Loose_v1, prescale 1: fail (or not run)
Trigger HLT_Mu38NoFiltersNoVtx_DisplacedJet60_Loose_v1, prescale 1: fail (or not run)
Trigger HLT_Mu28NoFiltersNoVtx_CentralCaloJet40_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT350_PFMET120_NoiseCleaned_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT550_4Jet_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT650_4Jet_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT750_4Jet_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT350_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT600_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT650_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT900_v1, prescale 1: fail (or not run)
Trigger HLT_PFJet15_NoCaloMatched_v1, prescale 1: PASS
Trigger HLT_PFJet20_NoCaloMatched_v1, prescale 1: fail (or not run)
Trigger HLT_PFJet40_v1, prescale 1: fail (or not run)
Trigger HLT_PFJet60_v1, prescale 1: fail (or not run)
Trigger HLT_PFJet80_v1, prescale 1: fail (or not run)
Trigger HLT_PFJet140_v1, prescale 1: fail (or not run)
Trigger HLT_PFJet200_v1, prescale 1: fail (or not run)
Trigger HLT_PFJet260_v1, prescale 1: fail (or not run)
Trigger HLT_PFJet320_v1, prescale 1: fail (or not run)
Trigger HLT_PFJet400_v1, prescale 1: fail (or not run)
Trigger HLT_PFJet450_v1, prescale 1: fail (or not run)
Trigger HLT_PFJet500_v1, prescale 1: fail (or not run)
Trigger HLT_DiPFJetAve30_HFJEC_v1, prescale 1: fail (or not run)
Trigger HLT_DiPFJetAve60_HFJEC_v1, prescale 1: fail (or not run)
Trigger HLT_DiPFJetAve80_HFJEC_v1, prescale 1: fail (or not run)
Trigger HLT_DiPFJetAve100_HFJEC_v1, prescale 1: fail (or not run)
Trigger HLT_DiPFJetAve160_HFJEC_v1, prescale 1: fail (or not run)
Trigger HLT_DiPFJetAve220_HFJEC_v1, prescale 1: fail (or not run)
Trigger HLT_DiPFJetAve300_HFJEC_v1, prescale 1: fail (or not run)
Trigger HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140_v1, prescale 1: fail (or not run)
Trigger HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu80_v1, prescale 1: fail (or not run)
Trigger HLT_DiCentralPFJet70_PFMET120_NoiseCleaned_v1, prescale 1: fail (or not run)
Trigger HLT_HT200_v1, prescale 1: fail (or not run)
Trigger HLT_HT250_v1, prescale 1: fail (or not run)
Trigger HLT_HT300_v1, prescale 1: fail (or not run)
Trigger HLT_HT350_v1, prescale 1: fail (or not run)
Trigger HLT_HT400_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT200_DiPFJet90_PFAlphaT0p57_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT250_DiPFJet90_PFAlphaT0p55_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT300_DiPFJet90_PFAlphaT0p53_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT350_DiPFJet90_PFAlphaT0p52_v1, prescale 1: fail (or not run)
Trigger HLT_PFHT400_DiPFJet90_PFAlphaT0p51_v1, prescale 1: fail (or not run)
Trigger HLT_MET75_IsoTrk50_v1, prescale 1: fail (or not run)
Trigger HLT_MET90_IsoTrk50_v1, prescale 1: fail (or not run)
Trigger HLT_PFMET120_NoiseCleaned_BTagCSV07_v1, prescale 1: fail (or not run)
Trigger HLT_PFMET120_NoiseCleaned_Mu5_v1, prescale 1: fail (or not run)
Trigger HLT_PFMET170_NoiseCleaned_v1, prescale 1: fail (or not run)
Trigger HLT_PFMET90_PFMHT90_IDLoose_v1, prescale 1: fail (or not run)
Trigger HLT_PFMET100_PFMHT100_IDLoose_v1, prescale 1: fail (or not run)
Trigger HLT_PFMET110_PFMHT110_IDLoose_v1, prescale 1: fail (or not run)
Trigger HLT_PFMET120_PFMHT120_IDLoose_v1, prescale 1: fail (or not run)
Trigger HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDLoose_BTagCSV0p7_v1, prescale 1: fail (or not run)
Trigger HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDLoose_v1, prescale 1: fail (or not run)
Trigger HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq200_v1, prescale 1: fail (or not run)
Trigger HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq460_v1, prescale 1: fail (or not run)
Trigger HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq240_v1, prescale 1: fail (or not run)
Trigger HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq500_v1, prescale 1: fail (or not run)
Trigger HLT_QuadPFJet_VBF_v1, prescale 1: fail (or not run)
Trigger HLT_L1_TripleJet_VBF_v1, prescale 1: fail (or not run)
Trigger HLT_QuadJet45_TripleCSV0p5_v1, prescale 1: fail (or not run)
Trigger HLT_QuadJet45_DoubleCSV0p5_v1, prescale 1: fail (or not run)
